itt_id,site1,site2,site3,site1_dis,site2_dis,site3_dis
M2211290545,LN120078,LN120078,LN120078,0.882,0.882,0.882
M2211290545,LN120078,LN120078,LN120078,0.882,0.882,0.882
M2211290545,LN120078,LN120078,LN120078,0.882,0.882,0.882
M2211290545,LN120078,LN120078,LN120078,0.882,0.882,0.882
M2211290545,LN120078,LN120078,LN120078,0.882,0.882,0.882
M2211290545,LN120078,LN120078,LN120078,0.882,0.882,0.882
M2211290847,LA200005,LA200005,LA200005,0.165,0.165,0.165
M2211290847,LA200005,LA200005,LA200005,0.165,0.165,0.165
M2211290847,LA200005,LA200005,LA200005,0.165,0.165,0.165
M2211290847,LA200005,LA200005,LA200005,0.165,0.165,0.165
M2211290847,LA200005,LA200005,LA200005,0.165,0.165,0.165
M2211290847,LA200005,LA200005,LA200005,0.165,0.165,0.165
M2211290331,LS730813,LS730813,LS730813,6.849,6.849,6.849
M2211290331,LS730813,LS730813,LS730813,6.849,6.849,6.849
M2211290331,LS730813,LS730813,LS730813,6.849,6.849,6.849
M2211290331,LS730813,LS730813,LS730813,6.849,6.849,6.849
M2211290331,LS730813,LS730813,LS730813,6.849,6.849,6.849
M2211290331,LS730813,LS730813,LS730813,6.849,6.849,6.849
M2211290922,LA211399,LA211399,LA211399,0.137,0.137,0.137
M2211290922,LA211399,LA211399,LA211399,0.137,0.137,0.137
M2211290922,LA211399,LA211399,LA211399,0.137,0.137,0.137
M2211290922,LA211399,LA211399,LA211399,0.137,0.137,0.137
M2211290922,LA211399,LA211399,LA211399,0.137,0.137,0.137
M2211290922,LA211399,LA211399,LA211399,0.137,0.137,0.137
M2211290913,LA201291,LA201291,LA201291,0.051,0.051,0.051
M2211290913,LA201291,LA201291,LA201291,0.051,0.051,0.051
M2211290913,LA201291,LA201291,LA201291,0.051,0.051,0.051
M2211290913,LA201291,LA201291,LA201291,0.051,0.051,0.051
M2211290913,LA201291,LA201291,LA201291,0.051,0.051,0.051
M2211290913,LA201291,LA201291,LA201291,0.051,0.051,0.051
M2211290557,LN101379,LN101379,LN101379,7.25,7.25,7.25
M2211290557,LN101379,LN101379,LN101379,7.25,7.25,7.25
M2211290557,LN101379,LN101379,LN101379,7.25,7.25,7.25
M2211290557,LN101379,LN101379,LN101379,7.25,7.25,7.25
M2211290557,LN101379,LN101379,LN101379,7.25,7.25,7.25
M2211290557,LN101379,LN101379,LN101379,7.25,7.25,7.25
M2211290307,LA210672,LA210672,LA210672,2.575,2.575,2.575
M2211290307,LA210672,LA210672,LA210672,2.575,2.575,2.575
M2211290307,LA210672,LA210672,LA210672,2.575,2.575,2.575
M2211290307,LA210672,LA210672,LA210672,2.575,2.575,2.575
M2211290307,LA210672,LA210672,LA210672,2.575,2.575,2.575
M2211290307,LA210672,LA210672,LA210672,2.575,2.575,2.575
M2211290969,LA200433,LA200433,LA200433,0.181,0.181,0.181
M2211290969,LA200433,LA200433,LA200433,0.181,0.181,0.181
M2211290969,LA200433,LA200433,LA200433,0.181,0.181,0.181
M2211290969,LA200433,LA200433,LA200433,0.181,0.181,0.181
M2211290969,LA200433,LA200433,LA200433,0.181,0.181,0.181
M2211290969,LA200433,LA200433,LA200433,0.181,0.181,0.181
M2211290346,LA224356,LA224356,LA224356,2.319,2.319,2.319
M2211290346,LA224356,LA224356,LA224356,2.319,2.319,2.319
M2211290346,LA224356,LA224356,LA224356,2.319,2.319,2.319
M2211290346,LA224356,LA224356,LA224356,2.319,2.319,2.319
M2211290346,LA224356,LA224356,LA224356,2.319,2.319,2.319
M2211290346,LA224356,LA224356,LA224356,2.319,2.319,2.319
M2211290197,LS730531,LS730531,LS730531,0.165,0.165,0.165
M2211290197,LS730531,LS730531,LS730531,0.165,0.165,0.165
M2211290197,LS730531,LS730531,LS730531,0.165,0.165,0.165
M2211290197,LS730531,LS730531,LS730531,0.165,0.165,0.165
M2211290197,LS730531,LS730531,LS730531,0.165,0.165,0.165
M2211290197,LS730531,LS730531,LS730531,0.165,0.165,0.165
M2211290611,LC530207,LC530207,LC530207,0.596,0.596,0.596
M2211290611,LC530207,LC530207,LC530207,0.596,0.596,0.596
M2211290611,LC530207,LC530207,LC530207,0.596,0.596,0.596
M2211290611,LC530207,LC530207,LC530207,0.596,0.596,0.596
M2211290611,LC530207,LC530207,LC530207,0.596,0.596,0.596
M2211290611,LC530207,LC530207,LC530207,0.596,0.596,0.596
M2211290769,LA200135,LA200135,LA200135,0.2,0.2,0.2
M2211290769,LA200135,LA200135,LA200135,0.2,0.2,0.2
M2211290769,LA200135,LA200135,LA200135,0.2,0.2,0.2
M2211290769,LA200135,LA200135,LA200135,0.2,0.2,0.2
M2211290769,LA200135,LA200135,LA200135,0.2,0.2,0.2
M2211290769,LA200135,LA200135,LA200135,0.2,0.2,0.2
M2211290417,LS721808,LS721808,LS721808,0.464,0.464,0.464
M2211290417,LS721808,LS721808,LS721808,0.464,0.464,0.464
M2211290417,LS721808,LS721808,LS721808,0.464,0.464,0.464
M2211290417,LS721808,LS721808,LS721808,0.464,0.464,0.464
M2211290417,LS721808,LS721808,LS721808,0.464,0.464,0.464
M2211290417,LS721808,LS721808,LS721808,0.464,0.464,0.464
M2211290920,LS721528,LS721528,LS721528,0.605,0.605,0.605
M2211290920,LS721528,LS721528,LS721528,0.605,0.605,0.605
M2211290920,LS721528,LS721528,LS721528,0.605,0.605,0.605
M2211290920,LS721528,LS721528,LS721528,0.605,0.605,0.605
M2211290920,LS721528,LS721528,LS721528,0.605,0.605,0.605
M2211290920,LS721528,LS721528,LS721528,0.605,0.605,0.605
M2211290211,LA201786,LA201786,LA201786,5.428,5.428,5.428
M2211290211,LA201786,LA201786,LA201786,5.428,5.428,5.428
M2211290211,LA201786,LA201786,LA201786,5.428,5.428,5.428
M2211290211,LA201786,LA201786,LA201786,5.428,5.428,5.428
M2211290211,LA201786,LA201786,LA201786,5.428,5.428,5.428
M2211290211,LA201786,LA201786,LA201786,5.428,5.428,5.428
M2211291189,LA200588,LA200588,LA200588,0.237,0.237,0.237
M2211291189,LA200588,LA200588,LA200588,0.237,0.237,0.237
M2211291189,LA200588,LA200588,LA200588,0.237,0.237,0.237
M2211291189,LA200588,LA200588,LA200588,0.237,0.237,0.237
M2211291189,LA200588,LA200588,LA200588,0.237,0.237,0.237
M2211291189,LA200588,LA200588,LA200588,0.237,0.237,0.237
M2211290713,LN130024,LN130024,LN130024,0.044,0.044,0.044
M2211290713,LN130024,LN130024,LN130024,0.044,0.044,0.044
M2211290713,LN130024,LN130024,LN130024,0.044,0.044,0.044
M2211290713,LN130024,LN130024,LN130024,0.044,0.044,0.044
M2211290713,LN130024,LN130024,LN130024,0.044,0.044,0.044
M2211290713,LN130024,LN130024,LN130024,0.044,0.044,0.044
M2211290802,LS730643,LS730643,LS730643,2.159,2.159,2.159
M2211290802,LS730643,LS730643,LS730643,2.159,2.159,2.159
M2211290802,LS730643,LS730643,LS730643,2.159,2.159,2.159
M2211290802,LS730643,LS730643,LS730643,2.159,2.159,2.159
M2211290802,LS730643,LS730643,LS730643,2.159,2.159,2.159
M2211290802,LS730643,LS730643,LS730643,2.159,2.159,2.159
M2211290169,LA202076,LA202076,LA202076,0.221,0.221,0.221
M2211290169,LA202076,LA202076,LA202076,0.221,0.221,0.221
M2211290169,LA202076,LA202076,LA202076,0.221,0.221,0.221
M2211290169,LA202076,LA202076,LA202076,0.221,0.221,0.221
M2211290169,LA202076,LA202076,LA202076,0.221,0.221,0.221
M2211290169,LA202076,LA202076,LA202076,0.221,0.221,0.221
M2211291017,LN110545,LN110545,LN110545,0.104,0.104,0.104
M2211291017,LN110545,LN110545,LN110545,0.104,0.104,0.104
M2211291017,LN110545,LN110545,LN110545,0.104,0.104,0.104
M2211291017,LN110545,LN110545,LN110545,0.104,0.104,0.104
M2211291017,LN110545,LN110545,LN110545,0.104,0.104,0.104
M2211291017,LN110545,LN110545,LN110545,0.104,0.104,0.104
M2211290774,LS710294,LS710294,LS710294,222.955,222.955,222.955
M2211290774,LS710294,LS710294,LS710294,222.955,222.955,222.955
M2211290774,LS710294,LS710294,LS710294,222.955,222.955,222.955
M2211290774,LS710294,LS710294,LS710294,222.955,222.955,222.955
M2211290774,LS710294,LS710294,LS710294,222.955,222.955,222.955
M2211290774,LS710294,LS710294,LS710294,222.955,222.955,222.955
M2211291080,LA224220,LA224220,LA224220,0.11,0.11,0.11
M2211291080,LA224220,LA224220,LA224220,0.11,0.11,0.11
M2211291080,LA224220,LA224220,LA224220,0.11,0.11,0.11
M2211291080,LA224220,LA224220,LA224220,0.11,0.11,0.11
M2211291080,LA224220,LA224220,LA224220,0.11,0.11,0.11
M2211291080,LA224220,LA224220,LA224220,0.11,0.11,0.11
M2211290024,LN130434,LN130434,LN130434,0.086,0.086,0.086
M2211290024,LN130434,LN130434,LN130434,0.086,0.086,0.086
M2211290024,LN130434,LN130434,LN130434,0.086,0.086,0.086
M2211290024,LN130434,LN130434,LN130434,0.086,0.086,0.086
M2211290024,LN130434,LN130434,LN130434,0.086,0.086,0.086
M2211290024,LN130434,LN130434,LN130434,0.086,0.086,0.086
M2211290584,LA200520,LA200520,LA200520,0.217,0.217,0.217
M2211290584,LA200520,LA200520,LA200520,0.217,0.217,0.217
M2211290584,LA200520,LA200520,LA200520,0.217,0.217,0.217
M2211290584,LA200520,LA200520,LA200520,0.217,0.217,0.217
M2211290584,LA200520,LA200520,LA200520,0.217,0.217,0.217
M2211290584,LA200520,LA200520,LA200520,0.217,0.217,0.217
M2211290726,LS730283,LS730283,LS730283,0.071,0.071,0.071
M2211290726,LS730283,LS730283,LS730283,0.071,0.071,0.071
M2211290726,LS730283,LS730283,LS730283,0.071,0.071,0.071
M2211290726,LS730283,LS730283,LS730283,0.071,0.071,0.071
M2211290726,LS730283,LS730283,LS730283,0.071,0.071,0.071
M2211290726,LS730283,LS730283,LS730283,0.071,0.071,0.071
M2211290590,LA200520,LA200520,LA200520,0.107,0.107,0.107
M2211290590,LA200520,LA200520,LA200520,0.107,0.107,0.107
M2211290590,LA200520,LA200520,LA200520,0.107,0.107,0.107
M2211290590,LA200520,LA200520,LA200520,0.107,0.107,0.107
M2211290590,LA200520,LA200520,LA200520,0.107,0.107,0.107
M2211290590,LA200520,LA200520,LA200520,0.107,0.107,0.107
M2211290435,LC511057,LC511057,LC511057,4.484,4.484,4.484
M2211290435,LC511057,LC511057,LC511057,4.484,4.484,4.484
M2211290435,LC511057,LC511057,LC511057,4.484,4.484,4.484
M2211290435,LC511057,LC511057,LC511057,4.484,4.484,4.484
M2211290435,LC511057,LC511057,LC511057,4.484,4.484,4.484
M2211290435,LC511057,LC511057,LC511057,4.484,4.484,4.484
M2211290379,LA200520,LA200520,LA200520,0.099,0.099,0.099
M2211290379,LA200520,LA200520,LA200520,0.099,0.099,0.099
M2211290379,LA200520,LA200520,LA200520,0.099,0.099,0.099
M2211290379,LA200520,LA200520,LA200520,0.099,0.099,0.099
M2211290379,LA200520,LA200520,LA200520,0.099,0.099,0.099
M2211290379,LA200520,LA200520,LA200520,0.099,0.099,0.099
M2211290522,LS721735,LS721735,LS721735,0.31,0.31,0.31
M2211290522,LS721735,LS721735,LS721735,0.31,0.31,0.31
M2211290522,LS721735,LS721735,LS721735,0.31,0.31,0.31
M2211290522,LS721735,LS721735,LS721735,0.31,0.31,0.31
M2211290522,LS721735,LS721735,LS721735,0.31,0.31,0.31
M2211290522,LS721735,LS721735,LS721735,0.31,0.31,0.31
M2211290511,LA220116,LA220116,LA220116,0.127,0.127,0.127
M2211290511,LA220116,LA220116,LA220116,0.127,0.127,0.127
M2211290511,LA220116,LA220116,LA220116,0.127,0.127,0.127
M2211290511,LA220116,LA220116,LA220116,0.127,0.127,0.127
M2211290511,LA220116,LA220116,LA220116,0.127,0.127,0.127
M2211290511,LA220116,LA220116,LA220116,0.127,0.127,0.127
M2211291086,LA200347,LA200347,LA200347,0.433,0.433,0.433
M2211291086,LA200347,LA200347,LA200347,0.433,0.433,0.433
M2211291086,LA200347,LA200347,LA200347,0.433,0.433,0.433
M2211291086,LA200347,LA200347,LA200347,0.433,0.433,0.433
M2211291086,LA200347,LA200347,LA200347,0.433,0.433,0.433
M2211291086,LA200347,LA200347,LA200347,0.433,0.433,0.433
M2211291033,LC500114,LC500114,LC500114,90.886,90.886,90.886
M2211291033,LC500114,LC500114,LC500114,90.886,90.886,90.886
M2211291033,LC500114,LC500114,LC500114,90.886,90.886,90.886
M2211291033,LC500114,LC500114,LC500114,90.886,90.886,90.886
M2211291033,LC500114,LC500114,LC500114,90.886,90.886,90.886
M2211291033,LC500114,LC500114,LC500114,90.886,90.886,90.886
M2211290572,LA202347,LA202347,LA202347,56.347,56.347,56.347
M2211290572,LA202347,LA202347,LA202347,56.347,56.347,56.347
M2211290572,LA202347,LA202347,LA202347,56.347,56.347,56.347
M2211290572,LA202347,LA202347,LA202347,56.347,56.347,56.347
M2211290572,LA202347,LA202347,LA202347,56.347,56.347,56.347
M2211290572,LA202347,LA202347,LA202347,56.347,56.347,56.347
M2211291094,LN130343,LN130343,LN130343,46.064,46.064,46.064
M2211291094,LN130343,LN130343,LN130343,46.064,46.064,46.064
M2211291094,LN130343,LN130343,LN130343,46.064,46.064,46.064
M2211291094,LN130343,LN130343,LN130343,46.064,46.064,46.064
M2211291094,LN130343,LN130343,LN130343,46.064,46.064,46.064
M2211291094,LN130343,LN130343,LN130343,46.064,46.064,46.064
M2211291131,LS710355,LS710355,LS710355,4.168,4.168,4.168
M2211291131,LS710355,LS710355,LS710355,4.168,4.168,4.168
M2211291131,LS710355,LS710355,LS710355,4.168,4.168,4.168
M2211291131,LS710355,LS710355,LS710355,4.168,4.168,4.168
M2211291131,LS710355,LS710355,LS710355,4.168,4.168,4.168
M2211291131,LS710355,LS710355,LS710355,4.168,4.168,4.168
M2211290163,LS722212,LS722212,LS722212,0.07,0.07,0.07
M2211290163,LS722212,LS722212,LS722212,0.07,0.07,0.07
M2211290163,LS722212,LS722212,LS722212,0.07,0.07,0.07
M2211290163,LS722212,LS722212,LS722212,0.07,0.07,0.07
M2211290163,LS722212,LS722212,LS722212,0.07,0.07,0.07
M2211290163,LS722212,LS722212,LS722212,0.07,0.07,0.07
M2211290849,LS710574,LS710574,LS710574,,,
M2211290849,LS710574,LS710574,LS710574,,,
M2211290849,LS710574,LS710574,LS710574,,,
M2211290849,LS710574,LS710574,LS710574,,,
M2211290849,LS710574,LS710574,LS710574,,,
M2211290849,LS710574,LS710574,LS710574,,,
M2211290263,LC510055,LC510055,LC510055,0.368,0.368,0.368
M2211290263,LC510055,LC510055,LC510055,0.368,0.368,0.368
M2211290263,LC510055,LC510055,LC510055,0.368,0.368,0.368
M2211290263,LC510055,LC510055,LC510055,0.368,0.368,0.368
M2211290263,LC510055,LC510055,LC510055,0.368,0.368,0.368
M2211290263,LC510055,LC510055,LC510055,0.368,0.368,0.368
M2211290989,LN140001,LN140001,LN140001,4.889,4.889,4.889
M2211290989,LN140001,LN140001,LN140001,4.889,4.889,4.889
M2211290989,LN140001,LN140001,LN140001,4.889,4.889,4.889
M2211290989,LN140001,LN140001,LN140001,4.889,4.889,4.889
M2211290989,LN140001,LN140001,LN140001,4.889,4.889,4.889
M2211290989,LN140001,LN140001,LN140001,4.889,4.889,4.889
M2211290806,LN100019,LN100019,LN100019,0.226,0.226,0.226
M2211290806,LN100019,LN100019,LN100019,0.226,0.226,0.226
M2211290806,LN100019,LN100019,LN100019,0.226,0.226,0.226
M2211290806,LN100019,LN100019,LN100019,0.226,0.226,0.226
M2211290806,LN100019,LN100019,LN100019,0.226,0.226,0.226
M2211290806,LN100019,LN100019,LN100019,0.226,0.226,0.226
M2211291035,LS710198,LS710198,LS710198,0.417,0.417,0.417
M2211291035,LS710198,LS710198,LS710198,0.417,0.417,0.417
M2211291035,LS710198,LS710198,LS710198,0.417,0.417,0.417
M2211291035,LS710198,LS710198,LS710198,0.417,0.417,0.417
M2211291035,LS710198,LS710198,LS710198,0.417,0.417,0.417
M2211291035,LS710198,LS710198,LS710198,0.417,0.417,0.417
M2211290993,LS721675,LS721675,LS721675,2.424,2.424,2.424
M2211290993,LS721675,LS721675,LS721675,2.424,2.424,2.424
M2211290993,LS721675,LS721675,LS721675,2.424,2.424,2.424
M2211290993,LS721675,LS721675,LS721675,2.424,2.424,2.424
M2211290993,LS721675,LS721675,LS721675,2.424,2.424,2.424
M2211290993,LS721675,LS721675,LS721675,2.424,2.424,2.424
M2211290667,LA201594,LA201594,LA201594,0.23,0.23,0.23
M2211290667,LA201594,LA201594,LA201594,0.23,0.23,0.23
M2211290667,LA201594,LA201594,LA201594,0.23,0.23,0.23
M2211290667,LA201594,LA201594,LA201594,0.23,0.23,0.23
M2211290667,LA201594,LA201594,LA201594,0.23,0.23,0.23
M2211290667,LA201594,LA201594,LA201594,0.23,0.23,0.23
M2211290952,LN140001,LN140001,LN140001,0.16,0.16,0.16
M2211290952,LN140001,LN140001,LN140001,0.16,0.16,0.16
M2211290952,LN140001,LN140001,LN140001,0.16,0.16,0.16
M2211290952,LN140001,LN140001,LN140001,0.16,0.16,0.16
M2211290952,LN140001,LN140001,LN140001,0.16,0.16,0.16
M2211290952,LN140001,LN140001,LN140001,0.16,0.16,0.16
M2211290570,LC520026,LC520026,LC520026,0.223,0.223,0.223
M2211290570,LC520026,LC520026,LC520026,0.223,0.223,0.223
M2211290570,LC520026,LC520026,LC520026,0.223,0.223,0.223
M2211290570,LC520026,LC520026,LC520026,0.223,0.223,0.223
M2211290570,LC520026,LC520026,LC520026,0.223,0.223,0.223
M2211290570,LC520026,LC520026,LC520026,0.223,0.223,0.223
M2211290723,LA211469,LA211469,LA211469,2.761,2.761,2.761
M2211290723,LA211469,LA211469,LA211469,2.761,2.761,2.761
M2211290723,LA211469,LA211469,LA211469,2.761,2.761,2.761
M2211290723,LA211469,LA211469,LA211469,2.761,2.761,2.761
M2211290723,LA211469,LA211469,LA211469,2.761,2.761,2.761
M2211290723,LA211469,LA211469,LA211469,2.761,2.761,2.761
M2211290395,LS740051,LS740051,LS740051,1.651,1.651,1.651
M2211290395,LS740051,LS740051,LS740051,1.651,1.651,1.651
M2211290395,LS740051,LS740051,LS740051,1.651,1.651,1.651
M2211290395,LS740051,LS740051,LS740051,1.651,1.651,1.651
M2211290395,LS740051,LS740051,LS740051,1.651,1.651,1.651
M2211290395,LS740051,LS740051,LS740051,1.651,1.651,1.651
M2211290172,LN130334,LN130334,LN130334,1.099,1.099,1.099
M2211290172,LN130334,LN130334,LN130334,1.099,1.099,1.099
M2211290172,LN130334,LN130334,LN130334,1.099,1.099,1.099
M2211290172,LN130334,LN130334,LN130334,1.099,1.099,1.099
M2211290172,LN130334,LN130334,LN130334,1.099,1.099,1.099
M2211290172,LN130334,LN130334,LN130334,1.099,1.099,1.099
M2211290959,LA202097,LA202097,LA202097,0.331,0.331,0.331
M2211290959,LA202097,LA202097,LA202097,0.331,0.331,0.331
M2211290959,LA202097,LA202097,LA202097,0.331,0.331,0.331
M2211290959,LA202097,LA202097,LA202097,0.331,0.331,0.331
M2211290959,LA202097,LA202097,LA202097,0.331,0.331,0.331
M2211290959,LA202097,LA202097,LA202097,0.331,0.331,0.331
M2211290018,LA211791,LA211791,LA211791,3.189,3.189,3.189
M2211290018,LA211791,LA211791,LA211791,3.189,3.189,3.189
M2211290018,LA211791,LA211791,LA211791,3.189,3.189,3.189
M2211290018,LA211791,LA211791,LA211791,3.189,3.189,3.189
M2211290018,LA211791,LA211791,LA211791,3.189,3.189,3.189
M2211290018,LA211791,LA211791,LA211791,3.189,3.189,3.189
M2211290079,LN100521,LN100521,LN100521,0.096,0.096,0.096
M2211290079,LN100521,LN100521,LN100521,0.096,0.096,0.096
M2211290079,LN100521,LN100521,LN100521,0.096,0.096,0.096
M2211290079,LN100521,LN100521,LN100521,0.096,0.096,0.096
M2211290079,LN100521,LN100521,LN100521,0.096,0.096,0.096
M2211290079,LN100521,LN100521,LN100521,0.096,0.096,0.096
M2211290872,LC530300,LC530300,LC530300,88.501,88.501,88.501
M2211290872,LC530300,LC530300,LC530300,88.501,88.501,88.501
M2211290872,LC530300,LC530300,LC530300,88.501,88.501,88.501
M2211290872,LC530300,LC530300,LC530300,88.501,88.501,88.501
M2211290872,LC530300,LC530300,LC530300,88.501,88.501,88.501
M2211290872,LC530300,LC530300,LC530300,88.501,88.501,88.501
M2211290209,LA224264,LA224264,LA224264,2.088,2.088,2.088
M2211290209,LA224264,LA224264,LA224264,2.088,2.088,2.088
M2211290209,LA224264,LA224264,LA224264,2.088,2.088,2.088
M2211290209,LA224264,LA224264,LA224264,2.088,2.088,2.088
M2211290209,LA224264,LA224264,LA224264,2.088,2.088,2.088
M2211290209,LA224264,LA224264,LA224264,2.088,2.088,2.088
M2211290404,LS700020,LS700020,LS700020,0.091,0.091,0.091
M2211290404,LS700020,LS700020,LS700020,0.091,0.091,0.091
M2211290404,LS700020,LS700020,LS700020,0.091,0.091,0.091
M2211290404,LS700020,LS700020,LS700020,0.091,0.091,0.091
M2211290404,LS700020,LS700020,LS700020,0.091,0.091,0.091
M2211290404,LS700020,LS700020,LS700020,0.091,0.091,0.091
M2211291106,LA201159,LA201159,LA201159,0.094,0.094,0.094
M2211291106,LA201159,LA201159,LA201159,0.094,0.094,0.094
M2211291106,LA201159,LA201159,LA201159,0.094,0.094,0.094
M2211291106,LA201159,LA201159,LA201159,0.094,0.094,0.094
M2211291106,LA201159,LA201159,LA201159,0.094,0.094,0.094
M2211291106,LA201159,LA201159,LA201159,0.094,0.094,0.094
M2211290122,LN100026,LN100026,LN100026,1.095,1.095,1.095
M2211290122,LN100026,LN100026,LN100026,1.095,1.095,1.095
M2211290122,LN100026,LN100026,LN100026,1.095,1.095,1.095
M2211290122,LN100026,LN100026,LN100026,1.095,1.095,1.095
M2211290122,LN100026,LN100026,LN100026,1.095,1.095,1.095
M2211290122,LN100026,LN100026,LN100026,1.095,1.095,1.095
M2211290616,LC511785,LC511785,LC511785,0.628,0.628,0.628
M2211290616,LC511785,LC511785,LC511785,0.628,0.628,0.628
M2211290616,LC511785,LC511785,LC511785,0.628,0.628,0.628
M2211290616,LC511785,LC511785,LC511785,0.628,0.628,0.628
M2211290616,LC511785,LC511785,LC511785,0.628,0.628,0.628
M2211290616,LC511785,LC511785,LC511785,0.628,0.628,0.628
M2211291108,LS720622,LS720622,LS720622,0.318,0.318,0.318
M2211291108,LS720622,LS720622,LS720622,0.318,0.318,0.318
M2211291108,LS720622,LS720622,LS720622,0.318,0.318,0.318
M2211291108,LS720622,LS720622,LS720622,0.318,0.318,0.318
M2211291108,LS720622,LS720622,LS720622,0.318,0.318,0.318
M2211291108,LS720622,LS720622,LS720622,0.318,0.318,0.318
M2211290575,LN110066,LN110066,LN110066,0.292,0.292,0.292
M2211290575,LN110066,LN110066,LN110066,0.292,0.292,0.292
M2211290575,LN110066,LN110066,LN110066,0.292,0.292,0.292
M2211290575,LN110066,LN110066,LN110066,0.292,0.292,0.292
M2211290575,LN110066,LN110066,LN110066,0.292,0.292,0.292
M2211290575,LN110066,LN110066,LN110066,0.292,0.292,0.292
M2211290293,LC510685,LC510685,LC510685,0.296,0.296,0.296
M2211290293,LC510685,LC510685,LC510685,0.296,0.296,0.296
M2211290293,LC510685,LC510685,LC510685,0.296,0.296,0.296
M2211290293,LC510685,LC510685,LC510685,0.296,0.296,0.296
M2211290293,LC510685,LC510685,LC510685,0.296,0.296,0.296
M2211290293,LC510685,LC510685,LC510685,0.296,0.296,0.296
M2211290198,LA200014,LA200014,LA200014,4.732,4.732,4.732
M2211290198,LA200014,LA200014,LA200014,4.732,4.732,4.732
M2211290198,LA200014,LA200014,LA200014,4.732,4.732,4.732
M2211290198,LA200014,LA200014,LA200014,4.732,4.732,4.732
M2211290198,LA200014,LA200014,LA200014,4.732,4.732,4.732
M2211290198,LA200014,LA200014,LA200014,4.732,4.732,4.732
M2211290731,LS720516,LS720516,LS720516,1.176,1.176,1.176
M2211290731,LS720516,LS720516,LS720516,1.176,1.176,1.176
M2211290731,LS720516,LS720516,LS720516,1.176,1.176,1.176
M2211290731,LS720516,LS720516,LS720516,1.176,1.176,1.176
M2211290731,LS720516,LS720516,LS720516,1.176,1.176,1.176
M2211290731,LS720516,LS720516,LS720516,1.176,1.176,1.176
M2211290324,LS720926,LS720926,LS720926,0.48,0.48,0.48
M2211290324,LS720926,LS720926,LS720926,0.48,0.48,0.48
M2211290324,LS720926,LS720926,LS720926,0.48,0.48,0.48
M2211290324,LS720926,LS720926,LS720926,0.48,0.48,0.48
M2211290324,LS720926,LS720926,LS720926,0.48,0.48,0.48
M2211290324,LS720926,LS720926,LS720926,0.48,0.48,0.48
M2211290943,LN130211,LN130211,LN130211,42.578,42.578,42.578
M2211290943,LN130211,LN130211,LN130211,42.578,42.578,42.578
M2211290943,LN130211,LN130211,LN130211,42.578,42.578,42.578
M2211290943,LN130211,LN130211,LN130211,42.578,42.578,42.578
M2211290943,LN130211,LN130211,LN130211,42.578,42.578,42.578
M2211290943,LN130211,LN130211,LN130211,42.578,42.578,42.578
M2211290353,LN130063,LN130063,LN130063,2.254,2.254,2.254
M2211290353,LN130063,LN130063,LN130063,2.254,2.254,2.254
M2211290353,LN130063,LN130063,LN130063,2.254,2.254,2.254
M2211290353,LN130063,LN130063,LN130063,2.254,2.254,2.254
M2211290353,LN130063,LN130063,LN130063,2.254,2.254,2.254
M2211290353,LN130063,LN130063,LN130063,2.254,2.254,2.254
M2211291103,LN110264,LN110264,LN110264,0.346,0.346,0.346
M2211291103,LN110264,LN110264,LN110264,0.346,0.346,0.346
M2211291103,LN110264,LN110264,LN110264,0.346,0.346,0.346
M2211291103,LN110264,LN110264,LN110264,0.346,0.346,0.346
M2211291103,LN110264,LN110264,LN110264,0.346,0.346,0.346
M2211291103,LN110264,LN110264,LN110264,0.346,0.346,0.346
M2211291059,LN110264,LN110264,LN110264,0.059,0.059,0.059
M2211291059,LN110264,LN110264,LN110264,0.059,0.059,0.059
M2211291059,LN110264,LN110264,LN110264,0.059,0.059,0.059
M2211291059,LN110264,LN110264,LN110264,0.059,0.059,0.059
M2211291059,LN110264,LN110264,LN110264,0.059,0.059,0.059
M2211291059,LN110264,LN110264,LN110264,0.059,0.059,0.059
M2211291087,LA200516,LA200516,LA200516,0.137,0.137,0.137
M2211291087,LA200516,LA200516,LA200516,0.137,0.137,0.137
M2211291087,LA200516,LA200516,LA200516,0.137,0.137,0.137
M2211291087,LA200516,LA200516,LA200516,0.137,0.137,0.137
M2211291087,LA200516,LA200516,LA200516,0.137,0.137,0.137
M2211291087,LA200516,LA200516,LA200516,0.137,0.137,0.137
M2211290785,LC510172,LC510172,LC510172,0.249,0.249,0.249
M2211290785,LC510172,LC510172,LC510172,0.249,0.249,0.249
M2211290785,LC510172,LC510172,LC510172,0.249,0.249,0.249
M2211290785,LC510172,LC510172,LC510172,0.249,0.249,0.249
M2211290785,LC510172,LC510172,LC510172,0.249,0.249,0.249
M2211290785,LC510172,LC510172,LC510172,0.249,0.249,0.249
M2211290266,LA220160,LA220160,LA220160,7.86,7.86,7.86
M2211290266,LA220160,LA220160,LA220160,7.86,7.86,7.86
M2211290266,LA220160,LA220160,LA220160,7.86,7.86,7.86
M2211290266,LA220160,LA220160,LA220160,7.86,7.86,7.86
M2211290266,LA220160,LA220160,LA220160,7.86,7.86,7.86
M2211290266,LA220160,LA220160,LA220160,7.86,7.86,7.86
M2211291165,LC510172,LC510172,LC510172,0.206,0.206,0.206
M2211291165,LC510172,LC510172,LC510172,0.206,0.206,0.206
M2211291165,LC510172,LC510172,LC510172,0.206,0.206,0.206
M2211291165,LC510172,LC510172,LC510172,0.206,0.206,0.206
